iter	Logloss
155	0.04395030767
156	0.04392508077
157	0.0439087524
158	0.04388324223
159	0.04387645207
160	0.04386368332
161	0.0438533507
162	0.04385261938
163	0.04382938707
164	0.0438114792
165	0.04379858358
166	0.04379508238
167	0.04378979778
168	0.04376933217
169	0.04375708155
170	0.04374096733
171	0.04371762546
172	0.04371750778
173	0.04370467936
174	0.04370362631
175	0.0436819447
176	0.0436650054
177	0.04365502179
178	0.04361843869
179	0.04361810079
180	0.04358505761
181	0.04358363422
182	0.04358101265
183	0.04355193933
184	0.04354455723
185	0.04351410516
186	0.04348912066
187	0.04348489909
188	0.04347982949
189	0.04347346341
190	0.04347341843
191	0.04345192395
192	0.04344020254
193	0.04343879287
194	0.04341533707
195	0.04339779289
196	0.04339777189
197	0.04336775933
198	0.04335406761
199	0.04335280771
200	0.04332468406
201	0.04332407656
202	0.04331011159
203	0.04330326861
204	0.04330322761
205	0.04329080675
206	0.04327687535
207	0.04327369142
208	0.04325727124
209	0.04325713967
210	0.04325477158
211	0.04324504599
212	0.04322760977
213	0.04322707851
214	0.04322187594
215	0.04322137114
216	0.04320664382
217	0.04320620679
218	0.04318956051
219	0.04318938055
220	0.04318475416
221	0.04318437784
222	0.04317883769
223	0.04317069907
224	0.04316434197
225	0.04315215673
226	0.04315186787
227	0.04314285428
228	0.04313387726
229	0.04313084509
230	0.04312844427
231	0.04312419938
232	0.04312228936
233	0.04308818005
234	0.04308022186
235	0.04306288316
236	0.04305908332
237	0.04305387504
238	0.04305376447
239	0.04303722792
240	0.04302663584
241	0.04300966528
242	0.04300288854
243	0.04298819007
244	0.0429857778
245	0.04297705424
246	0.04295397961
247	0.04294711614
248	0.04292985627
249	0.04292944525
250	0.04292771989
251	0.04291429607
252	0.04290180807
253	0.04288787298
254	0.04288405825
255	0.0428840394
256	0.04287940292
257	0.04287010433
258	0.0428664523
259	0.04284775877
260	0.04283834312
261	0.04282633618
262	0.04282322602
263	0.04281617371
264	0.04281595156
265	0.04281294469
266	0.04280390665
267	0.04279160993
268	0.04278726154
269	0.04278252621
270	0.04277980715
271	0.04276903339
272	0.04275393936
273	0.04274375918
274	0.04274320683
275	0.04274238025
276	0.04272340528
277	0.04271542711
278	0.04268917596
279	0.04267067344
280	0.04266775472
281	0.04265723102
282	0.04264171542
283	0.04264145028
284	0.04263197116
285	0.0426299011
286	0.04262488899
287	0.04261521239
288	0.04261513661
289	0.04261183716
290	0.04260698369
291	0.04259855383
292	0.04258784456
293	0.0425860854
294	0.04257568535
295	0.04255806489
296	0.042541034
297	0.04251957377
298	0.0425184247
299	0.04251129725
300	0.04250834593
301	0.04249473087
302	0.04249470828
303	0.04248390652
304	0.04247633261
305	0.04245603739
306	0.0424547324
307	0.04245202164
308	0.04244930739
309	0.04244357912
310	0.04242972968
311	0.04242352465
312	0.04241196519
313	0.042393834
314	0.0423914722
315	0.04238910199
316	0.04238344971
317	0.04237616884
318	0.04237390624
319	0.04236097968
320	0.04235956071
321	0.0423483499
322	0.042338591
323	0.04232455988
324	0.04232170847
325	0.04231227619
326	0.04230217257
327	0.04229959362
328	0.04229590526
329	0.0422928382
330	0.04227977633
331	0.04227787716
332	0.04226082081
333	0.04225725544
334	0.04225641753
335	0.0422557053
336	0.04225037295
337	0.04224170878
338	0.04223540979
339	0.04223523212
340	0.04223305677
341	0.04221435095
342	0.04221398967
343	0.04221274624
344	0.04220717687
345	0.04218969331
346	0.04217929524
347	0.04217333413
348	0.04217219846
349	0.04216384476
350	0.04216161654
351	0.04214957134
352	0.04214338809
353	0.04214158593
354	0.04214090195
355	0.04214051022
356	0.04213527866
357	0.04212244138
358	0.0421133863
359	0.04211076491
360	0.04209465389
361	0.04208957906
362	0.0420859114
363	0.04207928256
364	0.04207764148
365	0.04207523281
366	0.04206897816
367	0.04206687983
368	0.04206380832
369	0.04204464073
370	0.04203690464
371	0.04202229659
372	0.04202051003
373	0.04201489856
374	0.04201388345
375	0.04198584154
376	0.04197617229
377	0.04196726456
378	0.04195772882
379	0.04195413593
380	0.0419409693
381	0.04194064381
382	0.04193527117
383	0.04193309149
384	0.04193061182
385	0.04191634969
386	0.04191383084
387	0.04191115266
388	0.04190536138
389	0.04190312269
390	0.04189188015
391	0.04187804267
392	0.04186550092
393	0.0418435773
394	0.0418323932
395	0.04182074913
396	0.04181274949
397	0.0418087841
398	0.04180228722
399	0.04179915859
400	0.04179126616
401	0.04178321475
402	0.04177669425
403	0.04176668167
404	0.04176484987
405	0.0417565484
406	0.0417534037
407	0.04175140853
408	0.04174906595
409	0.04174733279
410	0.04173416599
411	0.04171898735
412	0.04170206778
413	0.04169619244
414	0.04169333556
415	0.04168931182
416	0.04168899053
417	0.04167708866
418	0.04167427482
419	0.04165389365
420	0.04165324141
421	0.04164915402
422	0.04164368532
423	0.0416345138
424	0.04162599309
425	0.04161915858
426	0.04161622123
427	0.04160535937
428	0.04159597739
429	0.04158876713
430	0.04158716845
431	0.04156814768
432	0.04156692043
433	0.04155508636
434	0.04155268865
435	0.04154972026
436	0.04154827438
437	0.04153094804
438	0.04152852193
439	0.04152704987
440	0.04152526462
441	0.04151557301
442	0.04150656232
443	0.0414940696
444	0.04149122957
445	0.04148613185
446	0.04148584519
447	0.04146530224
448	0.04146261028
449	0.04145392295
450	0.04145156266
451	0.04144887164
452	0.04144320373
453	0.04143997797
454	0.04143806694
455	0.04143092563
456	0.04142827919
457	0.04141635763
458	0.04141339058
459	0.0414107102
460	0.04140969654
461	0.04139429709
462	0.04139076822
463	0.04138178654
464	0.0413724778
465	0.04137005233
466	0.04136702506
467	0.04135554183
468	0.04134757739
469	0.04134174699
470	0.04133978638
471	0.04133484891
472	0.04133186876
473	0.04131772021
474	0.04130967852
475	0.04130702597
476	0.04130399019
477	0.04129926374
478	0.04129470083
479	0.04129008151
480	0.04128883208
481	0.04128602048
482	0.04128432497
483	0.04127136559
484	0.0412694656
485	0.04126220519
486	0.04126109464
487	0.0412577231
488	0.04125137718
489	0.04124204106
490	0.04124071482
491	0.04122725611
492	0.04122404151
493	0.04122120912
494	0.04121494635
495	0.04120944373
496	0.0411966605
497	0.04118847646
498	0.04118363089
499	0.04117467722
